interaction_id,source,target,weight,book
228,Cersei-Lannister,Osney-Kettleblack,3,5
229,Cersei-Lannister,Qyburn,3,5
230,Cersei-Lannister,Rafford,3,5
231,Cersei-Lannister,Rhaegar-Targaryen,3,5
232,Cersei-Lannister,Robert-Baratheon,7,5
233,Cersei-Lannister,Robert-Strong,4,5
234,Cersei-Lannister,Scolera,5,5
235,Cersei-Lannister,Stannis-Baratheon,5,5
236,Cersei-Lannister,Tommen-Baratheon,13,5
237,Cersei-Lannister,Tyrion-Lannister,5,5
238,Cersei-Lannister,Tywin-Lannister,3,5
239,Cersei-Lannister,Unella,10,5
240,Clayton-Suggs,Godry-Farring,5,5
241,Clayton-Suggs,Stannis-Baratheon,6,5
242,Cleon,Daenerys-Targaryen,9,5
243,Cleon,Quentyn-Martell,3,5
244,Cletus-Yronwood,Daenerys-Targaryen,3,5
245,Cletus-Yronwood,Gerris-Drinkwater,5,5
246,Cletus-Yronwood,Kedry,3,5
247,Cletus-Yronwood,Quentyn-Martell,7,5
248,Clydas,Jon-Snow,20,5
249,Clydas,Mully,4,5
250,Clydas,Stannis-Baratheon,3,5
251,Coldhands,Hodor,4,5
252,Coldhands,Meera-Reed,3,5
253,Corliss-Penny,Stannis-Baratheon,3,5
254,Cotter-Pyke,Denys-Mallister,4,5
255,Cotter-Pyke,Jon-Snow,11,5
256,Cotter-Pyke,Selyse-Florent,3,5
257,Cromm,Grimtongue,4,5
258,Cromm,Hagen,4,5
259,Daario-Naharis,Daenerys-Targaryen,50,5
260,Daario-Naharis,Grey-Worm,6,5
261,Daario-Naharis,Groleo,4,5
262,Daario-Naharis,Hero,7,5
263,Daario-Naharis,Hizdahr-zo-Loraq,14,5
264,Daario-Naharis,Irri,7,5
265,Daario-Naharis,Jhiqui,5,5
266,Daario-Naharis,Jhogo,9,5
267,Daario-Naharis,Missandei,4,5
268,Daario-Naharis,Quentyn-Martell,5,5
269,Daario-Naharis,Rakharo,4,5
270,Daario-Naharis,Skahaz-mo-Kandaq,9,5
271,Daenerys-Targaryen,Daeron-II-Targaryen,3,5
272,Daenerys-Targaryen,Doran-Martell,3,5
273,Daenerys-Targaryen,Drogo,7,5
274,Daenerys-Targaryen,Eroeh,3,5
275,Daenerys-Targaryen,Ezzara,3,5
276,Daenerys-Targaryen,Galazza-Galare,19,5
277,Daenerys-Targaryen,Gerris-Drinkwater,15,5
278,Daenerys-Targaryen,Ghael,5,5
279,Daenerys-Targaryen,Grey-Worm,11,5
280,Daenerys-Targaryen,Groleo,4,5
281,Daenerys-Targaryen,Hero,5,5
282,Daenerys-Targaryen,Hizdahr-zo-Loraq,96,5
283,Daenerys-Targaryen,Illyrio-Mopatis,12,5
284,Daenerys-Targaryen,Irri,25,5
285,Daenerys-Targaryen,Jhiqui,15,5
286,Daenerys-Targaryen,Jhogo,6,5
287,Daenerys-Targaryen,Jon-Connington,6,5
288,Daenerys-Targaryen,Jorah-Mormont,4,5
289,Daenerys-Targaryen,Lysono-Maar,3,5
290,Daenerys-Targaryen,Mace-Tyrell,3,5
291,Daenerys-Targaryen,Marselen,3,5
292,Daenerys-Targaryen,Meris,6,5
293,Daenerys-Targaryen,Mezzara,4,5
294,Daenerys-Targaryen,Miklaz,3,5
295,Daenerys-Targaryen,Missandei,37,5
296,Daenerys-Targaryen,Moqorro,3,5
297,Daenerys-Targaryen,Penny,4,5
298,Daenerys-Targaryen,Qavo-Nogarys,5,5
299,Daenerys-Targaryen,Qezza,6,5
300,Daenerys-Targaryen,Quaithe,6,5
301,Daenerys-Targaryen,Quentyn-Martell,58,5
302,Daenerys-Targaryen,Rakharo,7,5
303,Daenerys-Targaryen,Reznak-mo-Reznak,19,5
304,Daenerys-Targaryen,Rhaegar-Targaryen,10,5
305,Daenerys-Targaryen,Robert-Baratheon,3,5
306,Daenerys-Targaryen,Skahaz-mo-Kandaq,33,5
307,Daenerys-Targaryen,Spotted-Cat,3,5
308,Daenerys-Targaryen,Symon-Stripeback,4,5
309,Daenerys-Targaryen,Tattered-Prince,4,5
310,Daenerys-Targaryen,Tyrion-Lannister,17,5
311,Daenerys-Targaryen,Varys,3,5
312,Daenerys-Targaryen,Victarion-Greyjoy,7,5
313,Daenerys-Targaryen,Viserys-Targaryen,7,5
314,Daenerys-Targaryen,Xaro-Xhoan-Daxos,16,5
315,Daenerys-Targaryen,Yurkhaz-zo-Yunzak,4,5
316,Dalla,Gilly,4,5
317,Dalla,Mance-Rayder,5,5
318,Dalla,Melisandre,3,5
319,Dalla,Stannis-Baratheon,5,5
320,Dalla,Val,5,5
321,Damon-Dance-for-Me,Grunt,3,5
322,Damon-Dance-for-Me,Ramsay-Snow,7,5
323,Damon-Dance-for-Me,Skinner,7,5
324,Damon-Dance-for-Me,Sour-Alyn,4,5
325,Damon-Dance-for-Me,Theon-Greyjoy,5,5
326,Davos-Seaworth,Eddard-Stark,4,5
327,Davos-Seaworth,Garth-(Wolfs-Den),4,5
328,Davos-Seaworth,Godric-Borrell,9,5
329,Davos-Seaworth,Leona-Woolfield,3,5
330,Davos-Seaworth,Marlon-Manderly,5,5
331,Davos-Seaworth,Melisandre,4,5
332,Davos-Seaworth,Robb-Stark,3,5
333,Davos-Seaworth,Robett-Glover,4,5
334,Davos-Seaworth,Salladhor-Saan,11,5
335,Davos-Seaworth,Stannis-Baratheon,21,5
336,Davos-Seaworth,Sybell-Spicer,3,5
337,Davos-Seaworth,Wyman-Manderly,32,5
338,Denys-Mallister,Jon-Snow,4,5
339,Denzo-Dhan,Meris,3,5
340,Devan-Seaworth,Jon-Snow,5,5
341,Devan-Seaworth,Melisandre,4,5
342,Devan-Seaworth,Stannis-Baratheon,14,5
343,Dick-Straw,Hugh-Hungerford,3,5
344,Dick-Straw,Tattered-Prince,4,5
345,Donal-Noye,Jon-Snow,7,5
346,Donal-Noye,Qhorin-Halfhand,3,5
347,Doran-Martell,Ellaria-Sand,3,5
348,Doran-Martell,Gregor-Clegane,4,5
349,Doran-Martell,Myrcella-Baratheon,5,5
350,Doran-Martell,Nymeria-Sand,3,5
351,Doran-Martell,Obara-Sand,4,5
352,Doran-Martell,Oberyn-Martell,5,5
353,Doran-Martell,Quentyn-Martell,4,5
354,Doran-Martell,Robert-Baratheon,3,5
355,Doran-Martell,Viserys-Targaryen,3,5
356,Draqaz,Miklaz,3,5
357,Drogo,Viserys-Targaryen,4,5
358,Dryn,Tormund,3,5
359,Dunsen,Gregor-Clegane,3,5
360,Dunsen,Ilyn-Payne,3,5
361,Dunsen,Meryn-Trant,3,5
362,Dunsen,Rafford,3,5
363,Eddard-Stark,Jon-Snow,10,5
364,Eddard-Stark,Ramsay-Snow,4,5
365,Eddard-Stark,Robb-Stark,6,5
366,Eddard-Stark,Robert-Baratheon,7,5
367,Eddard-Stark,Roose-Bolton,5,5
368,Eddard-Stark,Sansa-Stark,3,5
369,Eddard-Stark,Stannis-Baratheon,6,5
370,Eddard-Stark,Theon-Greyjoy,9,5
371,Eddard-Stark,Willam-Dustin,4,5
372,Eddard-Stark,Wyman-Manderly,4,5
373,Eddison-Tollett,Emmett,8,5
374,Eddison-Tollett,Gilly,3,5
375,Eddison-Tollett,Hobb,4,5
376,Eddison-Tollett,Janos-Slynt,4,5
377,Eddison-Tollett,Jon-Snow,25,5
378,Eddison-Tollett,Mully,3,5
379,Eddison-Tollett,Satin,3,5
380,Elia-Martell,Rhaegar-Targaryen,6,5
381,Emmett,Hareth-(Moles-Town),3,5
382,Emmett,Hop-Robin,4,5
383,Emmett,Janos-Slynt,4,5
384,Emmett,Jon-Snow,15,5
385,Emrick,Hareth-(Moles-Town),3,5
386,Emrick,Satin,3,5
387,Euron-Greyjoy,Victarion-Greyjoy,7,5
388,Franklyn-Flowers,Jon-Connington,4,5
389,Frenya,Holly,6,5
390,Frenya,Theon-Greyjoy,3,5
391,Fulk,Jon-Snow,4,5
392,Fulk,Mully,5,5
393,Galazza-Galare,Grazhar,4,5
394,Galazza-Galare,Hizdahr-zo-Loraq,12,5
395,Galazza-Galare,Reznak-mo-Reznak,5,5
396,Galazza-Galare,Skahaz-mo-Kandaq,12,5
397,Garth-(Wolfs-Den),Sybell-Spicer,3,5
398,Garth-Greyfeather,Hairy-Hal,4,5
399,Garth-Greyfeather,Jack-Bulwer,4,5
400,Garth-Greyfeather,Jon-Snow,3,5
401,Gerold-Dayne,Myrcella-Baratheon,3,5
402,Gerrick-Kingsblood,Jon-Snow,5,5
403,Gerrick-Kingsblood,Raymun-Redbeard,3,5
404,Gerris-Drinkwater,Hizdahr-zo-Loraq,4,5
405,Gerris-Drinkwater,Meris,4,5
406,Gerris-Drinkwater,Quentyn-Martell,49,5
407,Gerris-Drinkwater,Tattered-Prince,3,5
408,Gilly,Jon-Snow,10,5
409,Gilly,Mance-Rayder,3,5
410,Gilly,Melisandre,4,5
411,Gilly,Samwell-Tarly,8,5
412,Godry-Farring,Jon-Snow,3,5
413,Godry-Farring,Justin-Massey,3,5
414,Godry-Farring,Mance-Rayder,3,5
415,Godry-Farring,Melisandre,3,5
416,Godry-Farring,Stannis-Baratheon,9,5
417,Goghor-the-Giant,Hizdahr-zo-Loraq,5,5
418,Goghor-the-Giant,Khrazz,4,5
419,Goghor-the-Giant,Spotted-Cat,6,5
420,Grazhar,Qezza,5,5
421,Gregor-Clegane,Ilyn-Payne,3,5
422,Gregor-Clegane,Meryn-Trant,3,5
423,Gregor-Clegane,Oberyn-Martell,3,5
424,Gregor-Clegane,Rafford,3,5
425,Grenn,Pypar,3,5
426,Grenn,Todder,3,5
427,Grey-Worm,Hizdahr-zo-Loraq,3,5
428,Grey-Worm,Irri,4,5
429,Grey-Worm,Skahaz-mo-Kandaq,6,5
430,Grimtongue,Hagen,5,5
431,Grimtongue,Lorren,5,5
432,Groleo,Hero,4,5
433,Groleo,Jhogo,5,5
434,Groleo,Skahaz-mo-Kandaq,3,5
435,Grunt,Sour-Alyn,7,5
436,Grunt,Theon-Greyjoy,3,5
437,Hagen,Lorren,3,5
438,Hagen,Qarl-the-Maid,3,5
439,Hagen,Tristifer-Botley,3,5
440,Haggon,Varamyr,8,5
441,Hairy-Hal,Jack-Bulwer,3,5
442,Hairy-Hal,Jon-Snow,4,5
443,Haldon,Illyrio-Mopatis,3,5
444,Haldon,Jon-Connington,13,5
445,Haldon,Lemore,4,5
446,Haldon,Pono,3,5
447,Haldon,Qavo-Nogarys,5,5
448,Haldon,Rolly-Duckfield,26,5
449,Haldon,Tyrion-Lannister,54,5
450,Haldon,Yandry,4,5
451,Haldon,Ysilla,5,5
452,Hareth-(Moles-Town),Hop-Robin,5,5
453,Hareth-(Moles-Town),Jon-Snow,10,5
454,Hareth-(Moles-Town),Leathers,3,5
455,Hareth-(Moles-Town),Rory,4,5
456,Hareth-(Moles-Town),Satin,6,5
457,Harl,Lorren,3,5
458,Harry-Strickland,Jon-Connington,18,5
459,Harry-Strickland,Myles-Toyne,4,5
460,Harwood-Stout,Theon-Greyjoy,5,5
461,Harys-Swyft,Pycelle,4,5
462,Hero,Jhogo,8,5
463,High-Sparrow,Kevan-Lannister,5,5
464,High-Sparrow,Unella,6,5
465,Hizdahr-zo-Loraq,Irri,3,5
466,Hizdahr-zo-Loraq,Jhiqui,3,5
467,Hizdahr-zo-Loraq,Khrazz,9,5
468,Hizdahr-zo-Loraq,Marghaz-zo-Loraq,5,5
469,Hizdahr-zo-Loraq,Missandei,6,5
470,Hizdahr-zo-Loraq,Qezza,3,5
471,Hizdahr-zo-Loraq,Quentyn-Martell,15,5
472,Hizdahr-zo-Loraq,Reznak-mo-Reznak,13,5
473,Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,29,5
474,Hizdahr-zo-Loraq,Spotted-Cat,5,5
475,Hizdahr-zo-Loraq,Steelskin,3,5
476,Hobb,Jon-Snow,4,5
477,Hobb,Melisandre,3,5
478,Hobb,Mully,3,5
479,Hobb,Owen,5,5
480,Hodor,Jojen-Reed,11,5
481,Hodor,Meera-Reed,21,5
482,Holly,Jeyne-Poole,4,5
483,Holly,Rowan,3,5
484,Holly,Theon-Greyjoy,10,5
485,Hop-Robin,Jon-Snow,4,5
486,Hosteen-Frey,Wyman-Manderly,5,5
487,Hoster-Blackwood,Jaime-Lannister,4,5
488,Hother-Umber,Jon-Umber-(Greatjon),3,5
489,Hother-Umber,Mors-Umber,3,5
490,Hother-Umber,Ramsay-Snow,5,5
491,Hother-Umber,Wyman-Manderly,5,5
492,Illyrio-Mopatis,Jon-Connington,6,5
493,Illyrio-Mopatis,Rolly-Duckfield,6,5
494,Illyrio-Mopatis,Tyrion-Lannister,30,5
495,Ilyn-Payne,Meryn-Trant,3,5
496,Ilyn-Payne,Rafford,3,5
497,Irri,Jhiqui,24,5
498,Irri,Missandei,9,5
499,Irri,Rakharo,5,5
500,Irri,Skahaz-mo-Kandaq,5,5
501,Jack-Bulwer,Jon-Snow,3,5
502,Jaime-Lannister,Jonos-Bracken,9,5
503,Jaime-Lannister,Josmyn-Peckledon,3,5
504,Jaime-Lannister,Kevan-Lannister,3,5
505,Jaime-Lannister,Robert-Baratheon,4,5
506,Jaime-Lannister,Tyrion-Lannister,4,5
507,Jaime-Lannister,Tytos-Blackwood,6,5
508,Janos-Slynt,Jon-Snow,16,5
509,Jared-Frey,Rhaegar-Frey,3,5
510,Jeor-Mormont,Jon-Snow,11,5
511,Jeor-Mormont,Qhorin-Halfhand,3,5
512,Jeyne-Poole,Ramsay-Snow,12,5
513,Jeyne-Poole,Roose-Bolton,3,5
514,Jeyne-Poole,Rowan,3,5
515,Jeyne-Poole,Squirrel,3,5
516,Jeyne-Poole,Theon-Greyjoy,24,5
517,Jhiqui,Missandei,10,5
518,Jhiqui,Rakharo,5,5
519,Jhiqui,Skahaz-mo-Kandaq,3,5
520,Jhogo,Rakharo,6,5
521,Joffrey-Baratheon,Tommen-Baratheon,3,5
522,Joffrey-Baratheon,Tyrion-Lannister,10,5
523,Jojen-Reed,Meera-Reed,21,5
524,Jon-Connington,Lemore,11,5
525,Jon-Connington,Myles-Toyne,9,5
526,Jon-Connington,Nyessos-Vhassar,3,5
527,Jon-Connington,Rhaegar-Targaryen,7,5
528,Jon-Connington,Robert-Baratheon,8,5
529,Jon-Connington,Rolly-Duckfield,12,5
530,Jon-Connington,Tyrion-Lannister,37,5
531,Jon-Connington,Tywin-Lannister,4,5
532,Jon-Connington,Varys,6,5
533,Jon-Connington,Yandry,9,5
534,Jon-Snow,Leathers,18,5
535,Jon-Snow,Malegorn,5,5
536,Jon-Snow,Mance-Rayder,25,5
537,Jon-Snow,Melisandre,48,5
538,Jon-Snow,Mully,14,5
539,Jon-Snow,Narbert-Grandison,3,5
540,Jon-Snow,Othell-Yarwyck,10,5
541,Jon-Snow,Owen,3,5
542,Jon-Snow,Patrek-of-Kings-Mountain,7,5
543,Jon-Snow,Pypar,5,5
544,Jon-Snow,Qhorin-Halfhand,3,5
545,Jon-Snow,Rattleshirt,23,5
546,Jon-Snow,Robb-Stark,10,5
547,Jon-Snow,Rory,6,5
548,Jon-Snow,Samwell-Tarly,14,5
549,Jon-Snow,Sansa-Stark,3,5
550,Jon-Snow,Satin,15,5
551,Jon-Snow,Selyse-Florent,38,5
552,Jon-Snow,Shireen-Baratheon,4,5
553,Jon-Snow,Sigorn,6,5
554,Jon-Snow,Soren-Shieldbreaker,3,5
555,Jon-Snow,Stannis-Baratheon,73,5
556,Jon-Snow,Tom-Barleycorn,4,5
557,Jon-Snow,Toregg,6,5
558,Jon-Snow,Tormund,50,5
559,Jon-Snow,Tycho-Nestoris,12,5
560,Jon-Snow,Ulmer,3,5
561,Jon-Snow,Val,37,5
562,Jon-Snow,Weeper,3,5
563,Jon-Snow,Wick-Whittlestick,5,5
564,Jon-Snow,Wun-Weg-Wun-Dar-Wun,11,5
565,Jon-Snow,Ygritte,14,5
566,Jorah-Mormont,Nurse,4,5
567,Jorah-Mormont,Penny,9,5
568,Jorah-Mormont,Tyrion-Lannister,27,5
569,Joramun,Mance-Rayder,3,5
570,Joramun,Melisandre,4,5
571,Justin-Massey,Richard-Horpe,7,5
572,Justin-Massey,Stannis-Baratheon,10,5
573,Kasporio,Tybero-Istarion,3,5
574,Kasporio,Tyrion-Lannister,3,5
575,Kedry,Quentyn-Martell,3,5
576,Kerwin,Victarion-Greyjoy,12,5
