interaction_id,source,target,weight,book
82,Arianne-Martell,Quentyn-Martell,8,4
83,Arianne-Martell,Ricasso,3,4
84,Arianne-Martell,Sylva-Santagar,10,4
85,Arianne-Martell,Timoth,3,4
86,Arianne-Martell,Tyene-Sand,4,4
87,Armen,Leo-Tyrell,3,4
88,Armen,Marwyn,3,4
89,Armen,Mollander,3,4
90,Armen,Pate-(novice),5,4
91,Armen,Roone,4,4
92,Arya-Stark,Bellegere-Otherys,3,4
93,Arya-Stark,Brea,5,4
94,Arya-Stark,Brusco,6,4
95,Arya-Stark,Dareon,5,4
96,Arya-Stark,Denyo-Terys,8,4
97,Arya-Stark,Kindly-Man,13,4
98,Arya-Stark,Meralyn,9,4
99,Arya-Stark,Nan,5,4
100,Arya-Stark,Sandor-Clegane,3,4
101,Arya-Stark,Sansa-Stark,4,4
102,Arya-Stark,Syrio-Forel,4,4
103,Arya-Stark,Talea,4,4
104,Arya-Stark,Ternesio-Terys,5,4
105,Arya-Stark,Umma,6,4
106,Arya-Stark,Waif,17,4
107,Arya-Stark,Yorko-Terys,6,4
108,Arys-Oakheart,Doran-Martell,3,4
109,Arys-Oakheart,Garin-(orphan),3,4
110,Arys-Oakheart,Gerold-Dayne,3,4
111,Arys-Oakheart,Myrcella-Baratheon,18,4
112,Asha-Greyjoy,Balon-Greyjoy,12,4
113,Asha-Greyjoy,Euron-Greyjoy,19,4
114,Asha-Greyjoy,Red-Oarsman,3,4
115,Asha-Greyjoy,Rodrik-Harlaw,7,4
116,Asha-Greyjoy,Theon-Greyjoy,6,4
117,Asha-Greyjoy,Tristifer-Botley,4,4
118,Asha-Greyjoy,Victarion-Greyjoy,10,4
119,Aurane-Waters,Cersei-Lannister,9,4
120,Aurane-Waters,Gyles-Rosby,3,4
121,Aurane-Waters,Harys-Swyft,5,4
122,Aurane-Waters,Loras-Tyrell,3,4
123,Aurane-Waters,Margaery-Tyrell,5,4
124,Aurane-Waters,Orton-Merryweather,3,4
125,Aurane-Waters,Paxter-Redwyne,3,4
126,Aurane-Waters,Stannis-Baratheon,3,4
127,Aurane-Waters,Tommen-Baratheon,3,4
128,Baelor-Blacktyde,Balon-Greyjoy,3,4
129,Baelor-Blacktyde,Euron-Greyjoy,4,4
130,Baelor-Blacktyde,Victarion-Greyjoy,4,4
131,Baelor-I-Targaryen,Cersei-Lannister,5,4
132,Balman-Byrch,Bronn,7,4
133,Balman-Byrch,Cersei-Lannister,7,4
134,Balman-Byrch,Falyse-Stokeworth,10,4
135,Balon-Greyjoy,Euron-Greyjoy,20,4
136,Balon-Greyjoy,Stannis-Baratheon,4,4
137,Balon-Greyjoy,Victarion-Greyjoy,13,4
138,Balon-Swann,Gregor-Clegane,3,4
139,Balon-Swann,Jaime-Lannister,3,4
140,Balon-Swann,Loras-Tyrell,4,4
141,Benedar-Belmore,Gilwood-Hunter,3,4
142,Benedar-Belmore,Horton-Redfort,5,4
143,Benedar-Belmore,Petyr-Baelish,5,4
144,Benedar-Belmore,Symond-Templeton,4,4
145,Beric-Dondarrion,Catelyn-Stark,3,4
146,Beric-Dondarrion,Jaime-Lannister,7,4
147,Beric-Dondarrion,Mariya-Darry,5,4
148,Beric-Dondarrion,Sandor-Clegane,3,4
149,Beric-Dondarrion,Thoros-of-Myr,5,4
150,Biter,Brienne-of-Tarth,5,4
151,Blue-Bard,Cersei-Lannister,7,4
152,Blue-Bard,Lambert-Turnberry,3,4
153,Blue-Bard,Margaery-Tyrell,6,4
154,Blue-Bard,Qyburn,4,4
155,Blue-Bard,Tallad,3,4
156,Bonifer-Hasty,Jaime-Lannister,4,4
157,Boros-Blount,Cersei-Lannister,3,4
158,Boros-Blount,Jaime-Lannister,3,4
159,Boros-Blount,Meryn-Trant,4,4
160,Boros-Blount,Osmund-Kettleblack,8,4
161,Boros-Blount,Osney-Kettleblack,3,4
162,Bran-Stark,Jon-Snow,6,4
163,Bran-Stark,Rickon-Stark,5,4
164,Bran-Stark,Robb-Stark,5,4
165,Bran-Stark,Tommen-Baratheon,3,4
166,Brea,Brusco,3,4
167,Brea,Talea,4,4
168,Brella,Sansa-Stark,4,4
169,Brienne-of-Tarth,Catelyn-Stark,10,4
170,Brienne-of-Tarth,Clarence-Crabb,4,4
171,Brienne-of-Tarth,Creighton-Longbough,8,4
172,Brienne-of-Tarth,Dick-Crabb,21,4
173,Brienne-of-Tarth,Dontos-Hollard,7,4
174,Brienne-of-Tarth,Elder-Brother,4,4
175,Brienne-of-Tarth,Gendry,6,4
176,Brienne-of-Tarth,Hyle-Hunt,17,4
177,Brienne-of-Tarth,Illifer,8,4
178,Brienne-of-Tarth,Jaime-Lannister,18,4
179,Brienne-of-Tarth,Jeyne-Heddle,4,4
180,Brienne-of-Tarth,Joffrey-Baratheon,4,4
181,Brienne-of-Tarth,Lysa-Arryn,3,4
182,Brienne-of-Tarth,Meribald,17,4
183,Brienne-of-Tarth,Narbert,6,4
184,Brienne-of-Tarth,Podrick-Payne,36,4
185,Brienne-of-Tarth,Pyg,4,4
186,Brienne-of-Tarth,Randyll-Tarly,8,4
187,Brienne-of-Tarth,Renly-Baratheon,9,4
188,Brienne-of-Tarth,Sandor-Clegane,12,4
189,Brienne-of-Tarth,Sansa-Stark,19,4
190,Brienne-of-Tarth,Shagwell,9,4
191,Brienne-of-Tarth,Timeon,5,4
192,Brienne-of-Tarth,Tommen-Baratheon,3,4
193,Brienne-of-Tarth,Tyrion-Lannister,3,4
194,Brienne-of-Tarth,Tywin-Lannister,3,4
195,Brienne-of-Tarth,Willow-Heddle,5,4
196,Bronn,Cersei-Lannister,4,4
197,Bronn,Falyse-Stokeworth,3,4
198,Bronn,Lollys-Stokeworth,4,4
199,Bronn,Tyrion-Lannister,4,4
200,Brynden-Tully,Catelyn-Stark,3,4
201,Brynden-Tully,Daven-Lannister,3,4
202,Brynden-Tully,Edmure-Tully,15,4
203,Brynden-Tully,Edwyn-Frey,3,4
204,Brynden-Tully,Emmon-Frey,7,4
205,Brynden-Tully,Jaime-Lannister,18,4
206,Brynden-Tully,Lyle-Crakehall,4,4
207,Brynden-Tully,Ryman-Frey,3,4
208,Caleotte,Doran-Martell,8,4
209,Caleotte,Obara-Sand,5,4
210,Catelyn-Stark,Hyle-Hunt,3,4
211,Catelyn-Stark,Jaime-Lannister,15,4
212,Catelyn-Stark,Petyr-Baelish,3,4
213,Catelyn-Stark,Randyll-Tarly,3,4
214,Catelyn-Stark,Renly-Baratheon,4,4
215,Catelyn-Stark,Robb-Stark,4,4
216,Catelyn-Stark,Sansa-Stark,9,4
217,Catelyn-Stark,Tyrion-Lannister,3,4
218,Cedra,Garin-(orphan),5,4
219,Cedric-Payne,Podrick-Payne,3,4
220,Cersei-Lannister,Dorcas,18,4
221,Cersei-Lannister,Dunsen,4,4
222,Cersei-Lannister,Eddard-Stark,3,4
223,Cersei-Lannister,Falyse-Stokeworth,14,4
224,Cersei-Lannister,Garlan-Tyrell,3,4
225,Cersei-Lannister,Garth-Tyrell,3,4
226,Cersei-Lannister,Gregor-Clegane,6,4
227,Cersei-Lannister,Gyles-Rosby,18,4
228,Cersei-Lannister,Harys-Swyft,4,4
229,Cersei-Lannister,High-Septon-(Tyrions),3,4
230,Cersei-Lannister,High-Sparrow,24,4
231,Cersei-Lannister,Ilyn-Payne,6,4
232,Cersei-Lannister,Jaime-Lannister,49,4
233,Cersei-Lannister,Jalabhar-Xho,3,4
234,Cersei-Lannister,Jocelyn-Swyft,13,4
235,Cersei-Lannister,Joffrey-Baratheon,21,4
236,Cersei-Lannister,Jon-Snow,3,4
237,Cersei-Lannister,Kevan-Lannister,9,4
238,Cersei-Lannister,Lancel-Lannister,9,4
239,Cersei-Lannister,Loras-Tyrell,24,4
240,Cersei-Lannister,Mace-Tyrell,17,4
241,Cersei-Lannister,Maegor-I-Targaryen,3,4
242,Cersei-Lannister,Maggy,5,4
243,Cersei-Lannister,Margaery-Tyrell,67,4
244,Cersei-Lannister,Mark-Mullendore,3,4
245,Cersei-Lannister,Melara-Hetherspoon,5,4
246,Cersei-Lannister,Meryn-Trant,15,4
247,Cersei-Lannister,Moon-Boy,5,4
248,Cersei-Lannister,Myrcella-Baratheon,4,4
249,Cersei-Lannister,Olenna-Redwyne,6,4
250,Cersei-Lannister,Orton-Merryweather,9,4
251,Cersei-Lannister,Osfryd-Kettleblack,8,4
252,Cersei-Lannister,Osmund-Kettleblack,25,4
253,Cersei-Lannister,Osney-Kettleblack,24,4
254,Cersei-Lannister,Petyr-Baelish,7,4
255,Cersei-Lannister,Pycelle,15,4
256,Cersei-Lannister,Qyburn,27,4
257,Cersei-Lannister,Rafford,4,4
258,Cersei-Lannister,Raynard,3,4
259,Cersei-Lannister,Rhaegar-Targaryen,5,4
260,Cersei-Lannister,Robert-Baratheon,29,4
261,Cersei-Lannister,Sansa-Stark,6,4
262,Cersei-Lannister,Senelle,9,4
263,Cersei-Lannister,Stannis-Baratheon,9,4
264,Cersei-Lannister,Taena-of-Myr,46,4
265,Cersei-Lannister,Tallad,4,4
266,Cersei-Lannister,Tommen-Baratheon,80,4
267,Cersei-Lannister,Tyrion-Lannister,36,4
268,Cersei-Lannister,Tywin-Lannister,14,4
269,Cersei-Lannister,Unella,3,4
270,Cersei-Lannister,Varys,7,4
271,Cersei-Lannister,Walder-Frey,5,4
272,Clement-Piper,Jaime-Lannister,3,4
273,Cleos-Frey,Jaime-Lannister,4,4
274,Clydas,Samwell-Tarly,3,4
275,Colemon,Gretchel,5,4
276,Colemon,Maddy,5,4
277,Colemon,Petyr-Baelish,6,4
278,Colemon,Robert-Arryn,7,4
279,Craster,Gilly,8,4
280,Craster,Jeor-Mormont,3,4
281,Craster,Jon-Snow,3,4
282,Craster,Samwell-Tarly,6,4
283,Creighton-Longbough,Illifer,15,4
284,Creighton-Longbough,Shadrich,4,4
285,Daemon-Sand,Doran-Martell,3,4
286,Daemon-Sand,Oberyn-Martell,3,4
287,Dalla,Gilly,6,4
288,Dareon,Gilly,7,4
289,Dareon,Lanna-(Happy-Port),4,4
290,Dareon,Samwell-Tarly,26,4
291,Daven-Lannister,Emmon-Frey,3,4
292,Daven-Lannister,Jaime-Lannister,12,4
293,Denyo-Terys,Ternesio-Terys,3,4
294,Dick-Crabb,Eustace-Brune,3,4
295,Dick-Crabb,Jaime-Lannister,3,4
296,Dick-Crabb,Podrick-Payne,9,4
297,Dick-Crabb,Renly-Baratheon,3,4
298,Dontos-Hollard,Joffrey-Baratheon,4,4
299,Dontos-Hollard,Sansa-Stark,9,4
300,Dontos-Hollard,Tyrion-Lannister,3,4
301,Doran-Martell,Gregor-Clegane,4,4
302,Doran-Martell,Myrcella-Baratheon,6,4
303,Doran-Martell,Nymeria-Sand,4,4
304,Doran-Martell,Obara-Sand,8,4
305,Doran-Martell,Oberyn-Martell,5,4
306,Doran-Martell,Tyene-Sand,6,4
307,Doran-Martell,Tywin-Lannister,4,4
308,Dorcas,Jocelyn-Swyft,8,4
309,Dorcas,Margaery-Tyrell,3,4
310,Dorcas,Osney-Kettleblack,3,4
311,Dorcas,Qyburn,3,4
312,Dorcas,Taena-of-Myr,6,4
313,Dunsen,Gregor-Clegane,3,4
314,Dunsen,Ilyn-Payne,4,4
315,Dunsen,Meryn-Trant,4,4
316,Dunsen,Rafford,4,4
317,Dunstan-Drumm,Rodrik-Harlaw,3,4
318,Dunstan-Drumm,Victarion-Greyjoy,3,4
319,Eddard-Stark,Joffrey-Baratheon,3,4
320,Eddard-Stark,Jon-Arryn,4,4
321,Eddard-Stark,Jon-Snow,4,4
322,Eddard-Stark,Pycelle,3,4
323,Eddard-Stark,Robert-Baratheon,3,4
324,Eddard-Stark,Stannis-Baratheon,3,4
325,Eddard-Stark,Tyrion-Lannister,4,4
326,Eddison-Tollett,Jon-Snow,5,4
327,Eddison-Tollett,Samwell-Tarly,4,4
328,Edmure-Tully,Emmon-Frey,11,4
329,Edmure-Tully,Forley-Prester,3,4
330,Edmure-Tully,Ilyn-Payne,4,4
331,Edmure-Tully,Jaime-Lannister,24,4
332,Edmure-Tully,Roslin-Frey,4,4
333,Edmure-Tully,Ryman-Frey,5,4
334,Edmure-Tully,Tommen-Baratheon,4,4
335,Edmure-Tully,Walder-Frey,4,4
336,Edwyn-Frey,Jaime-Lannister,9,4
337,Edwyn-Frey,Ryman-Frey,5,4
338,Edwyn-Frey,Walder-Rivers,8,4
339,Elder-Brother,Meribald,3,4
340,Elder-Brother,Narbert,4,4
341,Elia-Martell,Tywin-Lannister,3,4
342,Elinor-Tyrell,Margaery-Tyrell,5,4
343,Elinor-Tyrell,Megga-Tyrell,10,4
344,Elinor-Tyrell,Tallad,3,4
345,Emmon-Frey,Forley-Prester,3,4
346,Emmon-Frey,Genna-Lannister,5,4
347,Emmon-Frey,Jaime-Lannister,8,4
348,Emmon-Frey,Ryman-Frey,4,4
349,Emmon-Frey,Tywin-Lannister,3,4
350,Euron-Greyjoy,Hotho-Harlaw,4,4
351,Euron-Greyjoy,Humfrey-Hewett,3,4
352,Euron-Greyjoy,Nute,4,4
353,Euron-Greyjoy,Quellon-Greyjoy,3,4
354,Euron-Greyjoy,Red-Oarsman,6,4
355,Euron-Greyjoy,Rodrik-Harlaw,4,4
356,Euron-Greyjoy,Sawane-Botley,3,4
357,Euron-Greyjoy,Victarion-Greyjoy,43,4
358,Falyse-Stokeworth,Qyburn,7,4
359,Garin-(orphan),Gerold-Dayne,5,4
360,Garin-(orphan),Myrcella-Baratheon,5,4
361,Garin-(orphan),Nymeria-Sand,3,4
362,Garin-(orphan),Sylva-Santagar,8,4
363,Garin-(orphan),Tyene-Sand,5,4
364,Garrett-Paege,Jaime-Lannister,3,4
365,Gendry,Willow-Heddle,3,4
366,Genna-Lannister,Jaime-Lannister,7,4
367,Genna-Lannister,Tywin-Lannister,3,4
368,Gerold-Dayne,Myrcella-Baratheon,6,4
369,Gerold-Grafton,Terrance-Lynderly,3,4
370,Gilly,Jon-Snow,15,4
371,Gilly,Kojja-Mo,7,4
372,Gilly,Melisandre,3,4
373,Gilly,Samwell-Tarly,41,4
374,Gilwood-Hunter,Horton-Redfort,6,4
375,Gilwood-Hunter,Lysa-Arryn,3,4
376,Gilwood-Hunter,Symond-Templeton,4,4
377,Gormon-Tyrell,Walgrave,3,4
378,Gorold-Goodbrother,Victarion-Greyjoy,3,4
379,Gregor-Clegane,Ilyn-Payne,4,4
380,Gregor-Clegane,Jaime-Lannister,5,4
381,Gregor-Clegane,Meryn-Trant,3,4
382,Gregor-Clegane,Pycelle,3,4
383,Gregor-Clegane,Qyburn,6,4
384,Gregor-Clegane,Rafford,4,4
385,Gregor-Clegane,Sandor-Clegane,5,4
386,Gregor-Clegane,Tywin-Lannister,5,4
387,Grenn,Jon-Snow,3,4
388,Grenn,Pypar,5,4
389,Gretchel,Maddy,9,4
390,Gretchel,Robert-Arryn,4,4
391,Gretchel,Sansa-Stark,3,4
392,Gyles-Grafton,Robert-Arryn,3,4
393,Gyles-Grafton,Terrance-Lynderly,5,4
394,Gyles-Rosby,Harys-Swyft,6,4
395,Gyles-Rosby,Mace-Tyrell,3,4
396,Gyles-Rosby,Margaery-Tyrell,5,4
397,Gyles-Rosby,Orton-Merryweather,4,4
398,Gyles-Rosby,Pycelle,12,4
399,Gyles-Rosby,Qyburn,4,4
400,Harras-Harlaw,Victarion-Greyjoy,3,4
401,Harrold-Hardyng,Robert-Arryn,4,4
402,Harrold-Hardyng,Yohn-Royce,3,4
403,Harys-Swyft,Orton-Merryweather,3,4
404,Harys-Swyft,Pycelle,8,4
405,Harys-Swyft,Stannis-Baratheon,3,4
406,Harys-Swyft,Taena-of-Myr,3,4
407,Harys-Swyft,Tommen-Baratheon,3,4
408,High-Septon-(Tyrions),Tyrion-Lannister,5,4
409,High-Sparrow,Maegor-I-Targaryen,4,4
410,High-Sparrow,Margaery-Tyrell,11,4
411,High-Sparrow,Osney-Kettleblack,4,4
412,High-Sparrow,Taena-of-Myr,4,4
413,High-Sparrow,Tommen-Baratheon,7,4
414,Horton-Redfort,Yohn-Royce,3,4
415,Hotho-Harlaw,Rodrik-Harlaw,4,4
416,Hotho-Harlaw,Sigfryd-Harlaw,4,4
417,Hotho-Harlaw,Victarion-Greyjoy,4,4
418,Hugo-Vance,Jaime-Lannister,3,4
419,Humfrey-Hewett,Victarion-Greyjoy,4,4
420,Hyle-Hunt,Meribald,9,4
421,Hyle-Hunt,Podrick-Payne,19,4
422,Hyle-Hunt,Randyll-Tarly,5,4
423,Hyle-Hunt,Sandor-Clegane,3,4
424,Hyle-Hunt,Sansa-Stark,3,4
425,Ilyn-Payne,Jaime-Lannister,30,4
426,Ilyn-Payne,Lyle-Crakehall,6,4
427,Ilyn-Payne,Meryn-Trant,5,4
428,Ilyn-Payne,Rafford,4,4
429,Jaehaerys-I-Targaryen,Maegor-I-Targaryen,3,4
430,Jaime-Lannister,Josmyn-Peckledon,14,4
431,Jaime-Lannister,Joy-Hill,3,4
432,Jaime-Lannister,Karyl-Vance,4,4
433,Jaime-Lannister,Kevan-Lannister,6,4
434,Jaime-Lannister,Lancel-Lannister,22,4
435,Jaime-Lannister,Lewys-Piper,3,4
436,Jaime-Lannister,Loras-Tyrell,10,4
437,Jaime-Lannister,Lyle-Crakehall,9,4
438,Jaime-Lannister,Mace-Tyrell,5,4
439,Jaime-Lannister,Margaery-Tyrell,10,4
440,Jaime-Lannister,Mariya-Darry,6,4
441,Jaime-Lannister,Melara-Hetherspoon,3,4
442,Jaime-Lannister,Olenna-Redwyne,3,4
443,Jaime-Lannister,Osmund-Kettleblack,17,4
444,Jaime-Lannister,Pia,10,4
445,Jaime-Lannister,Pycelle,10,4
446,Jaime-Lannister,Qyburn,4,4
447,Jaime-Lannister,Rafford,3,4
448,Jaime-Lannister,Renly-Baratheon,6,4
449,Jaime-Lannister,Rennifer-Longwaters,3,4
450,Jaime-Lannister,Rhaegar-Targaryen,7,4
451,Jaime-Lannister,Robb-Stark,4,4
452,Jaime-Lannister,Robert-Baratheon,12,4
453,Jaime-Lannister,Ronnet-Connington,4,4
454,Jaime-Lannister,Ryman-Frey,13,4
455,Jaime-Lannister,Sandor-Clegane,9,4
456,Jaime-Lannister,Sansa-Stark,6,4
457,Jaime-Lannister,Shadrich,3,4
458,Jaime-Lannister,Shitmouth,3,4
459,Jaime-Lannister,Sybell-Spicer,4,4
460,Jaime-Lannister,Taena-of-Myr,4,4
461,Jaime-Lannister,Thoros-of-Myr,3,4
462,Jaime-Lannister,Tommen-Baratheon,26,4
463,Jaime-Lannister,Tyrion-Lannister,15,4
464,Jaime-Lannister,Tywin-Lannister,14,4
465,Jaime-Lannister,Vargo-Hoat,6,4
466,Jaime-Lannister,Varys,11,4
467,Jaime-Lannister,Walder-Frey,5,4
468,Jaime-Lannister,Walder-Rivers,4,4
469,Jaime-Lannister,Wylis-Manderly,3,4
470,Jaime-Lannister,Zollo,3,4
471,Jalabhar-Xho,Lambert-Turnberry,3,4
472,Jalabhar-Xho,Tallad,3,4
473,Jeor-Mormont,Samwell-Tarly,3,4
474,Jeyne-Farman,Melara-Hetherspoon,4,4
475,Jeyne-Westerling,Robb-Stark,3,4
476,Jocelyn-Swyft,Osmund-Kettleblack,3,4
477,Jocelyn-Swyft,Qyburn,3,4
478,Jocelyn-Swyft,Taena-of-Myr,4,4
479,Joffrey-Baratheon,Mace-Tyrell,3,4
480,Joffrey-Baratheon,Margaery-Tyrell,6,4
481,Joffrey-Baratheon,Myrcella-Baratheon,6,4
482,Joffrey-Baratheon,Qyburn,3,4
483,Joffrey-Baratheon,Robert-Baratheon,5,4
484,Joffrey-Baratheon,Sandor-Clegane,4,4
485,Joffrey-Baratheon,Sansa-Stark,6,4
486,Joffrey-Baratheon,Tommen-Baratheon,23,4
487,Joffrey-Baratheon,Tyrion-Lannister,9,4
488,Jon-Arryn,Lysa-Arryn,3,4
489,Jon-Arryn,Petyr-Baelish,3,4
490,Jon-Arryn,Robert-Baratheon,3,4
491,Jon-Arryn,Tyrion-Lannister,3,4
492,Jon-Snow,Robb-Stark,3,4
493,Jon-Snow,Samwell-Tarly,31,4
494,Jon-Snow,Stannis-Baratheon,6,4
495,Josmyn-Peckledon,Pia,6,4
496,Kevan-Lannister,Lancel-Lannister,10,4
497,Kevan-Lannister,Stannis-Baratheon,3,4
498,Kevan-Lannister,Tommen-Baratheon,6,4
499,Kevan-Lannister,Tyrion-Lannister,4,4
500,Kevan-Lannister,Tywin-Lannister,5,4
501,Kindly-Man,Waif,7,4
502,Kojja-Mo,Samwell-Tarly,8,4
503,Lambert-Turnberry,Tallad,3,4
504,Lancel-Lannister,Moon-Boy,11,4
505,Lancel-Lannister,Osmund-Kettleblack,13,4
506,Leo-Tyrell,Pate-(novice),8,4
507,Leo-Tyrell,Roone,3,4
508,Leo-Tyrell,Samwell-Tarly,3,4
509,Lollys-Stokeworth,Tanda-Stokeworth,4,4
510,Loras-Tyrell,Margaery-Tyrell,21,4
511,Loras-Tyrell,Osmund-Kettleblack,13,4
512,Loras-Tyrell,Tommen-Baratheon,13,4
513,Loras-Tyrell,Tyrion-Lannister,3,4
514,Lothor-Brune,Mya-Stone,6,4
515,Lothor-Brune,Petyr-Baelish,3,4
516,Lothor-Brune,Robert-Arryn,4,4
517,Lothor-Brune,Sansa-Stark,3,4
518,Lucas-Codd,Red-Oarsman,3,4
519,Lucas-Codd,Torwold-Browntooth,3,4
520,Luwin,Nan,3,4
521,Lyn-Corbray,Lyonel-Corbray,4,4
522,Lyn-Corbray,Petyr-Baelish,4,4
523,Lyn-Corbray,Robert-Arryn,6,4
524,Lyonel-Corbray,Petyr-Baelish,3,4
525,Lysa-Arryn,Marillion,5,4
526,Lysa-Arryn,Nestor-Royce,12,4
527,Lysa-Arryn,Petyr-Baelish,14,4
528,Lysa-Arryn,Robert-Arryn,8,4
529,Lysa-Arryn,Sansa-Stark,6,4
530,Mace-Tyrell,Margaery-Tyrell,6,4
531,Mace-Tyrell,Mathis-Rowan,3,4
532,Mace-Tyrell,Olenna-Redwyne,4,4
533,Mace-Tyrell,Stannis-Baratheon,4,4
534,Mace-Tyrell,Tommen-Baratheon,10,4
535,Mace-Tyrell,Tyrion-Lannister,3,4
536,Mace-Tyrell,Tywin-Lannister,4,4
537,Maddy,Mya-Stone,4,4
538,Maddy,Robert-Arryn,7,4
539,Maddy,Sansa-Stark,3,4
540,Maegor-I-Targaryen,Tommen-Baratheon,5,4
541,Maggy,Melara-Hetherspoon,3,4
542,Manfrey-Martell,Ricasso,4,4
543,Margaery-Tyrell,Megga-Tyrell,9,4
544,Margaery-Tyrell,Olenna-Redwyne,3,4
545,Margaery-Tyrell,Orton-Merryweather,4,4
546,Margaery-Tyrell,Osmund-Kettleblack,8,4
547,Margaery-Tyrell,Osney-Kettleblack,14,4
548,Margaery-Tyrell,Qyburn,6,4
549,Margaery-Tyrell,Robert-Baratheon,5,4
550,Margaery-Tyrell,Sansa-Stark,3,4
551,Margaery-Tyrell,Senelle,3,4
552,Margaery-Tyrell,Taena-of-Myr,15,4
553,Margaery-Tyrell,Tallad,3,4
554,Margaery-Tyrell,Tommen-Baratheon,46,4
555,Margaery-Tyrell,Willas-Tyrell,3,4
556,Marillion,Petyr-Baelish,5,4
557,Marwyn,Samwell-Tarly,6,4
558,Meldred-Merlyn,Victarion-Greyjoy,3,4
559,Melisandre,Stannis-Baratheon,3,4
560,Mellei,Morra,5,4
561,Meribald,Narbert,4,4
562,Meribald,Podrick-Payne,14,4
